Ticker,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Last,1-Year Beta,Basic EPS (FY),EBITDA (TTM),Goodwill,Industry,Last Year Revenue (FY),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Total Debt (MRQ),Total Revenue (FY),YTD Performance,Yearly Performance,Number of Employees,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Monthly Performance,Total Assets (MRQ),Total Current Assets (MRQ),Total Shares Outstanding (MRQ)
DELTAMAGNT,1730,231671000,,-17.0756,Producer Manufacturing,22.299999,0.7603792,-11.34,-13276000,37257000,Electrical Products,1240217000,514924999.99999994,-123074000,-12.01486986,0.61358404,-10.3757002,-39.3553381,-27.82199732,,572533000,1240217000,-45.54334932,-52.0430129,,4.55179058,63114000,2014999.99999999,-5.70824947,1369860000,709637000,10851100
GOENKA,103637,228240000,,-0.1188,Consumer Durables,1.1,0.79242057,-0.08,-35100000,,Other Consumer Specialties,127953000,16547000,-24590000,-29.82337264,1.37895927,-0.47446109,-1.54363594,,,25278000,127953000,340,340,,-6.91738373,-8831000,-245000,-12,8034408000,7888962000,317000000
ORTINLABSS,9724,227001000,,-0.3896,Health Technology,13.85,1.2140096,0.7556,32503000,0,Pharmaceuticals: Other,1675152000,194511000,12800000,-0.38354209,,0.93226759,3.93447103,3.31209747,16920727.27272727,215711000,1675152000,39.8989899,12.14574899,99,15.88381464,94404000,78763000,-17.31343284,988308000,735181000,16940400
DHARSUGAR,2210,226756000,,-31.5461,Process Industries,6.65,0.5630314,-44.9787,-453856000,0,Agricultural Commodities/Milling,3156973000,5126001000,-1493292000,-49.04801065,,-16.80608779,,-186.32093998,3484517.66004415,5153844000,3156973000,-10.13513514,-34.80392157,906,-1.67197579,-346016000,-104419000,58.33333333,6507826000,610057000,33200000.00000001
AGROPHOS,49137,224029000,,,Process Industries,10.95,1.195448,0.4084,,0,Chemicals: Agricultural,629251000,162200000,8280000,,,,,,13679369.56521739,172800000,629251000,-86.32104986,-88.10429153,46,,2040999.99999999,3399999.99999998,-21.50537634,775600000,630700000,20274100
ANSALHSG,22752,223884000,,,Finance,3.9,1.0038588,-0.665,,0,Real Estate Development,1948496000,1434448000,-39491000,,,,,,6538577.18120805,1670593000,1948496000,-26.41509434,-29.09090909,298,,587952000,96644000,-8.23529412,24394672000,23518150000,59385800
TMRVL,36356,223255000,,-3.0835,Retail Trade,9.7,0.9706432,-0.2668,102634000,0,Apparel/Footwear Retail,2192798000,552173000,-5891000,-3.6152101,,-5.06249626,-11.28957851,-9.01457927,4083422.71880819,556852000,2192798000,-21.77419355,-43.60465444,537,35.81782242,940009000,218885000,-2.51256281,1520629000,722990000,22082600
METALFORGE,3506,222976000,,-63.6854,Producer Manufacturing,5.1,0.275132,-67.1332,-147400000,0,Auto Parts: OEM,3800428000,12717500000,-2923651000,-130.16848923,,-7.99643497,,,5811051.98776758,12968900000,3800428000,7.36842105,-41.04046243,654,-96.04355376,-2214867000,-585200000,-10.52631579,32290900000,4226600000.000001,43550000
KERNEX,17100,222494000,,,Electronic Technology,18.65,0.5634767,-17.0644,,0,Computer Communications,81361446,112646762,-213298721,,,,,,1017018.075,238269517,81361446,-7.44416873,-27.57281553,80,,-64212720.00000001,-7993259,9.38417064,932730081,422233762,12499655
SANGHVIFOR,4222,221895000,,,Producer Manufacturing,15.65,0.13415451,-13.4712,,0,Metal Fabrication,635104700,831644000,-200617460,,,,,,3378216.4893617,857021660,635104700,-26.69789227,-26.17924877,188,,657509.99999994,24520000,3.30033003,1832677090,518979720.00000006,14892300
PALREDTEC,1701,218983000,,-4.8124,Technology Services,19.85,0.8543975,-4.78,-44708000,,Packaged Software,455588000,-47841000,-46562000,-10.28473094,1.60236961,-11.09656982,-16.0163299,,,140281000,455588000,24.45141066,-25.51594747,,20.99440723,95648000,43330000,31.89368771,481803000,424699000,9732570
CELEBRITY,8726,218777000,1.34518657,3.4196,Consumer Non-Durables,4.6,0.39273664,3.34,221000000,,Apparel/Footwear,2325000000,809300000,168400000,7.24301075,0.43521389,12.07428121,984.79532164,39.83912941,,842300000,2325000000,-34.28571429,-26.4,,18.21935484,423600000,121400000,-16.36363636,1450800000,993800000,47768000
OILCOUNTUB,11627,215247000,,-10.2591,Industrial Services,4.65,0.75910693,-18.741,-132002999.99999999,0,Oilfield Services/Equipment,253851000,1177150000,-830030000,-366.31220826,,-27.89813861,-138.33895506,-134.94644663,,1200208000,253851000,-30.07518797,-39.21568627,,-235.94917727,-617686000,-106198000,-13.08411215,2412703000,532897000.00000006,44289530
MIC,9860,213646000,,-1.106,Electronic Technology,0.95,0.43928835,-1.2481,-168300000,0,Electronic Production Equipment,47451378,130699999.99999999,-274903039,-915.78947368,,-12.48322148,,,456263.25,148600000,47451378,90,26.66666667,104,-322.93233083,-95458334,-18400000,46.15384615,1747200000,754700000,220254000
BILENERGY,1289480,213530000,2.48447205,0.4025,Producer Manufacturing,1.05,0.78794247,0.4321,-15172000,0,Metal Fabrication,91620000,-18077000,91353000,66.63690826,,11.0545343,87.73311796,87.73311796,,0,91620000,10.52631579,-65.57377049,,-29.70750617,-37409000,-11600000,-25,1148950000,854840000,211416000
PATSPINLTD,3,212730000,,-8.3262,Process Industries,6,0.13856319,-0.877,101000000,0,Textiles,5430428000,1621400000,-23602000,-5.67251979,,-4.38923275,-29.4294878,-12.5,3329508.2771306,1728100000,5430428000,-3.22580645,-27.27272727,1631,15.32575523,416457000,104300000,48.14814815,3297700000,1320800000,30920000
PNC,6315,212086000,16.42801643,0.9009,Consumer Services,14.7,1.6123141,0.9,13501000,,Movies/Entertainment,272827000,-106665000,13039000,4.77921907,1.49849837,1.25861382,1.62063737,1.59967415,,23561000,272827000,-4.54545455,1.03092784,,13.75193804,37519000,40437000,-5.76923077,1045791999.9999998,706997000,14467000
BEARDSELL,3249,211304000,26.20617841,0.2881,Process Industries,7.9,-0.01970118,0.29,118000000,24200000,Industrial Specialties,1607400000,378800000,8200000,0.5101406,0.63101678,0.64828515,2.03344269,1.52450786,,395000000,1607400000,1.28205128,-43.36917563,,23.2611671,370200000,103500000,-13.66120219,1251900000,607600000,28099000
SHIRPUR_G,73226,211245000,,-25.7467,Non-Energy Minerals,7.55,0.34055042,7.3174,-314531000,0,Other Metals/Minerals,42622790000,5675641000,213210000,-1.80600075,,-2.23670154,-7.1333683,-5.33840445,926582391.3043478,6137913000,42622790000,4.13793103,-56.73352683,46,0.66950867,482410000.000001,26611999.9999994,3.42465753,10733940000,8173838000,29137200
TIMESGTY,7398,210440000,14.90338495,1.4594,Finance,22.700001,0.9651558,1.46,,,Investment Banks/Brokers,23759000,,13174000,94.38226431,,3.97066148,3.98494475,,,,23759000,-25.8169902,-29.93827284,,,,,4.36782069,347138000,,8993149
FLEXITUFF,19502,206278000,,-67.7258,Process Industries,7.4,0.22841549,-67.73,-687997000,,Containers/Packaging,8852092000,3458363000,-1685223000,-19.03756762,0.42848431,-13.09031906,-60.24822559,-38.95137812,,3581964000,8852092000,-5.12820513,-72.28464523,,2.6330838,233083000.000001,79318000,-2.63157895,11593053000,5432739000,24882800
MADHAV,20855,206228000,,,Producer Manufacturing,21.75,0.8816897,5.1546,,0,Building Products,771376560,282843000,46118450,,,,,,,320907000,771376560,-28.68852459,-36.49635036,,,106602470,-5413000.00000001,-2.90178571,1754531000,837683000,8947000
LFIC,1520,203850000,1499.99993377,0.0453,Finance,64.599998,,6.0865,5700000,0,Financial Conglomerates,39713693,-53150000,18259370,0.32019588,,-1.36655385,-1.42988399,-1.42988399,4412632.55555556,0,39713693,34.02488934,-11.50685205,9,,,13113000,45.16853483,397359000,,3000000
MADHUCON,1350,199984000,,,Industrial Services,2.5,0.8987109,-46.6008,,0,Engineering & Construction,9424401000,56865686000,-3438905000,,,,,,,57417976000,9424401000,-31.50684932,-62.68656716,,,-753031000,-416052000,47.05882353,75387877000,19431161000,73794900
TREEHOUSE,38240,198860000,,-7.2677,Consumer Services,4.95,0.3843069,-4.15,-21800000,,Other Consumer Services,27600000,285400000,-281500000,-1118.18181818,0.6284929,-6.92127381,-8.3326399,,,287100000,27600000,-3.88349515,0,,-1033.81818182,-284100000,-76700000,25.3164557,3674300000,280200000,42310700
SUMEETINDS,32633,197956000,,-13.2674,Process Industries,1.9,0.75047505,-13.41,246800000,,Textiles,7069404000,4806249000,-1394723000,-19.72900403,0.35788622,-17.94054275,-904.24040067,-149.23431338,,4811395000,7069404000,8.57142857,-29.62962963,,15.70327569,1110128000,84325999.9999999,8.57142857,7451750000,4235357000,103642000
NITINFIRE,103886,192898000,,,Producer Manufacturing,0.7,0.29539222,,,1006920000,Miscellaneous Manufacturing,,8183912000,,,,-12.16042799,-37.21775166,-34.74871567,,8298398999.999999,,100,27.27272727,,,,,-6.66666667,13995862000,8769152000,292270000
SOMICONVEY,1157,191419000,7.75815944,2.0559,Producer Manufacturing,16.15,0.5436558,2.06,70552000,,Miscellaneous Manufacturing,462816000,206250000,24274000,5.26620647,0.82293926,2.50555687,4.10248524,3.78583777,,235714000,462816000,19.62962963,0.62305923,,26.72976714,125072000,34179000,3.8585209,929692000,624178000,11779656
ZENITHEXPO,36,190218000,,-7.5608,Consumer Non-Durables,36.549999,0.26621094,-14.5834,-59400000,0,Apparel/Footwear,911733727,-112400000,-78695675,-4.73592571,,-2.4259971,-3.02671732,-3.02671732,3632405.28685259,63500000,911733727,-18.68743451,-20.45702241,251,10.49332559,34673367,14200000,1.95258309,964800000,669600000,5396250
BHANDARI,300684,187555000,3.54126941,0.3671,Consumer Non-Durables,1.3,0.82665426,0.36,213975000,,Apparel/Footwear,2774302000,1039919000.0000002,53118000,1.91468049,0.7254831,2.76027027,7.44581463,5.20512467,,1049517000,2774302000,18.18181818,-21.21212121,,15.81674087,438804000,105154000,-7.14285714,2051342999.9999995,1398157000,146527000
WILLAMAGOR,9523,186806000,,,Process Industries,18.049999,-0.1424964,22.758,,0,Agricultural Commodities/Milling,490648000,5540985000,249345000,,,,,,163549333.33333334,5550906000,490648000,44.399992,-7.67263466,3,,,-108311000,-4.24403714,8025844000,,10956360
DSSL,11349,186672000,3.43947647,6.3091,Technology Services,22.5,0.74614614,6.4184,148138000,0,Information Technology Services,3107294000,187142000,51707000,1.67936574,,5.52800363,16.64108648,16.56721303,2199075.72540694,331850000,3107294000,-8.16326531,-21.05263158,1413,6.51233742,190933000,52029000,1.35134679,1032318000,1008920000,9173080
ADROITINFO,2602,186327000,86.00337268,0.1186,Consumer Services,10.35,0.26509342,0.12,5712000,,Movies/Entertainment,80193000,2365000,2105000,2.62741137,,0.61373044,0.62218969,,,2704000,80193000,53.33333333,0.48543689,,3.00275585,2407000,4882000,38.9261745,173261000,49546000,18267400
CNOVAPETRO,847,185635000,,-1.1256,Process Industries,6.1,0.7597606,-1.12,26243000,,Textiles,1962917000,177539000,-30479000,-1.55274013,0.6864859,-1.91524915,-3.73707103,-3.73318782,,195178000,1962917000,-18.66666667,-49.37759336,,16.90015421,331736000,55871000,0,1510925000,619280000,27100000
RKDL,19330,185520000,4.46012127,1.7152,Consumer Non-Durables,7.95,0.13707253,1.555,-7763000,0,Beverages: Alcoholic,831996000,271809000,37321000,5.04628375,,2.34085879,5.19254456,5.19254456,,308985000,831996000,48.59813084,5.29801325,,13.57325779,75537000,34258000,1.27388535,1425885000,980209000,24000000
AUTOLITIND,16881,180017000,,,Producer Manufacturing,16.5,0.5969772,0.33,,0,Auto Parts: OEM,1203168000,365990000,3717000,,,,,,,381451000,1203168000,-23.25581395,-37.853105,,,231616000,22938000,-3.22580078,1155229000,582426000,11181200
INDOTHAI,1887,177000000,568.62745098,0.0306,Finance,17.5,0.647802,1.9913,12836000,0,Investment Banks/Brokers,480021704,-212521000,19913194,0.16565433,,-0.67629454,-0.93545945,-0.88166907,8135961.08474576,68349000,480021704,-26.16034067,-32.56262302,59,35.4489449,74748633,28152000,-5.40540541,828405000,,10000000
AGRITECH,8515,173151000,,-0.1064,Process Industries,29.65,0.9361542,-2.4308,-4283000,0,Agricultural Commodities/Milling,3839051,5685767,-14438850,-16.46262047,53.4291099,-0.05473904,-0.05532783,-0.05526735,,6317096,3839051,-31.6820308,-44.00377821,,60.04167752,-2313408,-69000,-17.63888889,1219568212,548601354,5940000
CUBEXTUB,8838,171828000,37.40219092,0.3195,Non-Energy Minerals,12.15,0.15465434,0.3,17912000,,Other Metals/Minerals,609679000,32770000.00000001,4291000,0.78974476,1.81115458,0.60295887,0.82057614,0.81961131,,51482000,609679000,-2.01612903,8,,14.56573991,94636000,21150000,3.84615385,788268000,536166000.00000006,14318975
JPOLYINVST,1459,169768000,,-98.3177,Finance,14,0.5558802,-89.31,,76668000,Regional Banks,284698000,4708317000,-938892000,-292.93217312,,-19.91420212,,-28.0430802,,4721058000,284698000,0,-44.11177422,,-31.32620957,-178633000,309225000,-19.07513983,4456734000,,10511929
INDSWFTLTD,12359,169536000,,-6.7086,Health Technology,2.6,0.69308233,-6.71,297361000,,Pharmaceuticals: Other,3295202000,9982068000,-191210000,-5.80267917,0.26943468,-3.18664745,,,,10149654000,3295202000,-14.75409836,-35,,17.14762858,565049000,104974000,-21.21212121,6016463000,2286494000,54164700
MOHOTAIND,3768,168396000,,-17.9756,Process Industries,11.55,0.48809102,0.2956,-163222000,0,Textiles,2988017000,683688000,4338000,-12.5758672,,-4.62269622,-6.99543832,-6.52600881,3036602.64227642,693025000,2988017000,28.33333333,-46.89655172,984,-2.81691548,111146000,-83908000,-2.11864407,2912949000,841386000,14707100
PRAKASHSTL,23554,166250000,,-0.0184,Non-Energy Minerals,1.3,0.40218094,-0.01,36332000,,Steel,325044000,2425931000,-2379000,-0.73220631,0.03997326,-0.52533322,,,,2429474000,325044000,420,420,,22.6568629,73643000,11594000,-18.75,378568000,231956000,175000000
ZODJRDMKJ,1408,163858000,30.40185146,0.9506,Non-Energy Minerals,28.75,0.4877117,0.95,1540000,,Other Metals/Minerals,125422000,,4940000,3.93950025,13.64001373,0.72797451,0.74199697,,,,125422000,-12.3475583,-14.68842983,,4.76949817,5981000,767000,18.31276207,681900000,657514000,5177182
VASWANI,5903,163500000,,-4.5535,Non-Energy Minerals,4.85,0.45432022,0.3868,41002000,0,Steel,3187750766,516075000.00000006,11605272,-3.8106654,,-7.98808431,-16.18336558,-14.35592597,19556753.16564417,512638000.00000006,3187750766,-4.90196078,-38.60759494,163,10.59686058,178579269,134044999.99999999,-12.61261261,1825844000,966004000,30000000
JITFINFRA,4957,163218000,,-52.8942,Transportation,6.45,0.80811316,-52.89,876159000,,Trucking,8453434999.999999,19427961000,-1359505000,-16.08227898,1.11667727,-7.28108867,,-10.10776345,,19697422000,8453434999.999999,6.61157025,-33.50515464,,17.25064426,1458272000,259812000,1.57480315,19866430000,7645029000,25703700
BURNPUR,25171,162775000,,-15.1915,Non-Energy Minerals,1.6,0.75836664,-15.18,46673000,,Construction Materials,775572000,3734927000,-1307693000,-168.64726937,0.01882927,-43.27187073,,,,3748853000,775572000,0,-11.11111111,,-0.30957796,-31016000,-12939000,-5.88235294,2984565000,292463000,86124400
JVLAGRO,13025,159543000,,,Consumer Non-Durables,0.85,0.4667557,,,0,Food: Specialty/Candy,,8916200000,,,,3.47775938,156.59633666,127.53021148,,10403600000,,30.76923077,-29.16666667,,,,,-5.55555556,0,8375500000,167940000
NAGREEKEXP,2768,156246000,7.19223907,1.7936,Process Industries,12.9,0.8229531,2.5054,211764000,0,Textiles,5999585540,1676062000,31316323,0.45358828,,0.61373755,1.97246136,1.69788141,,1693412000,5999585540,-5.14705882,-29.12088302,,14.66739692,320628257,192808000,1.57480315,3635858000,2155149000,12499700
CCCL,1482,151434000,,,Industrial Services,0.3,0.3466869,-1.8125,,0,Engineering & Construction,4560466000,9867539000,-722310000,,,,,,6281633.60881543,9921637000,4560466000,-33.33333333,-90.32258065,726,,152521000.000001,-138743000,-14.28571429,14720490000,5957990000,398511000
CASTEXTECH,63200,151249000,,,Producer Manufacturing,0.5,-0.01050448,-21.3822,,0,Auto Parts: OEM,4594796000,14612980000,-8085095000,,,,,,6972376.32776935,14647485000,4594796000,42.85714286,-33.33333333,659,,-4859985000,-971400000,25,73965991000,4824142000,378123000
BALKRISHNA,7731,150894000,,-34.9119,Process Industries,14.6,0.46719885,-39.3292,-167504000,0,Pulp & Paper,2100594999.9999995,1625309000,-422390000,-19.2789793,,-16.96036702,,-39.91021659,,1627485000,2100594999.9999995,-28.25552826,-44.4866899,,13.2148223,-111175000,78567000,11.45038168,2013377000,508516000,10739800
STAMPEDE,342892,148857000,,,Finance,0.55,0.18387051,,-27898000,,Investment Banks/Brokers,18254000,-33221000,-82779000,-53.11365109,,-43.00659459,-132.28753738,-104.18918648,,13120000,18254000,22.22222222,-45,,-17.13355088,-18876000,-5787000,37.5,58530000,,286263800
GOLDTECH,9244,147439000,,-0.0729,Technology Services,7.8,0.14592902,-0.07,8870000,,Information Technology Services,427640000,3448000,-1280000,-0.29931718,,-0.21351126,-0.29032613,-0.28899059,,39383000,427640000,-7.14285714,-17.0212766,,9.84940604,42120000,16670000,-8.23529412,626820000,422237000,18782066
SHAHALLOYS,1610,146898000,,-6.4048,Non-Energy Minerals,8,0.61307806,3.8018,-541000000,0,Steel,5700225000,2053400000,75269000,-2.26367937,,-4.02053683,,-32.36836107,,2055800000.0000005,5700225000,-3.03030303,-41.60583942,,-8.52450237,-87740000,-423000000,15.94202899,5323800000,1616800000,19797540
NIBL,2100,145142000,,-7.9647,Producer Manufacturing,6.5,0.10794998,-7.98,-36625000,,Metal Fabrication,416892000,1061007000.0000002,-193102000,-46.31943045,0.10764635,-14.58991689,,-42.63024332,,1065262999.9999998,416892000,-6.47482014,-62.85714286,,5.96677317,24875000,9981000.00000001,11.11111111,1237817000,291073000,24230700
NKIND,2217,145139000,,-10.6936,Process Industries,25,0.08467941,-10.43,8880000,823624384,Agricultural Commodities/Milling,1160055000,,-62693000,-5.40430807,5.04971506,-0.33050283,,,,,1160055000,18.76485125,-25.26158669,,13.77838656,175975000,25441000,1.83299804,19033092757,257321802,6009900
INFOMEDIA,18600,144559000,,-0.5237,Commercial Services,3.95,0.09069484,-0.53,0,,Commercial Printing/Forms,0,318935000,-26526000,,,-20.16819539,,,,324798000,0,-4.81927711,-19.3877551,,,-545000,-135000,36.20689655,95731000,5913000,50194172
GTNIND,340,144533000,,-3.0945,Process Industries,8.7,0.34946024,-3.11,188900000,,Textiles,3441800000,1530842000,-54500000,-1.58056831,0.4022325,-1.8433973,-9.95439096,-4.19373515,,1628389000,3441800000,39.2,8.75,,21.59044686,742900000,165300000,8.75,2734309000,1218741000,17540378
SETUINFRA,20702,144530000,,,Industrial Services,1.15,1.0762435,0.0104,,6889000,Engineering & Construction,2583390000,761208000,1308000,,,,,,,774351000,2583390000,64.28571429,-62.29508197,,,83418999.99999979,36350000,15,2258850000,1536407000,125678000
SCAPDVR,30606,143132000,,,Finance,1.45,0.02050289,,-27898000,,Investment Banks/Brokers,18254000,-33221000,-82779000,-53.11365109,,-43.00659459,-132.28753738,-104.18918648,,13120000,18254000,625,163.63636364,,-17.13355088,-18876000,-5787000,81.25,58530000,,286263800
MANGTIMBER,2648,142770000,,-6.9148,Producer Manufacturing,7.4,-0.10599123,-7.8,-77169000,0,Building Products,110845000,787445000,-142954000,-1150.52201543,,-12.36222978,,,637040.22988506,795833000,110845000,-24.1025641,-23.71134021,174,-669.96822515,-99799000,-21250000,-5.73248408,1042090999.9999998,231321000,18327400
ROHITFERRO,5000,142220000,,,Producer Manufacturing,1.1,0.08455589,-16.8972,,0,Metal Fabrication,8928299000,19317572000,-1922501000,,,,,,,19333911000,8928299000,69.23076923,-21.42857143,,,-753493000,8475999.99999999,-8.33333333,18205631000,6850191000,113776123
