Ticker,Company name,Security Code,Group,Face Value,ISIN No,Industry, BSE Market Cap ,Categorization
CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE,532173,B ,10,INE214A01019,IT Software Products,133.51,Small Cap
CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,531489,X ,10,INE084D01010,IT Software Products,16.16,Small Cap
CTE,CAMBRIDGE TECHNOLOGY ENTERPRIS,532801,B ,10,INE627H01017,IT Software Products,55.67,Small Cap
CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,532386,B ,10,INE526B01014,IT Software Products,18.94,Small Cap
TWINSTAR,TWINSTAR INDUSTRIES LIMITED,531917,Z ,10,INE070B01013,IT Software Products,1.92,Small Cap
CRANESSOFT,CRANES SOFTWARE INTERNATIONAL,512093,X ,2,INE234B01023,IT Software Products,10.88,Small Cap
SANKHYAIN,SANKHYA INFOTECH LTD.,532972,XT,10,INE877A01013,IT Software Products,13.73,Small Cap
ADVENT,ADVENT COMPUTER SERVICES LTD.,531429,X ,10,INE101C01022,IT Software Products,1.71,Small Cap
RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,517447,B ,5,INE165B01029,IT Software Products,50.24,Small Cap
SUBEX,SUBEX LTD.,532348,T ,10,INE754A01014,IT Software Products,309.65,Small Cap
COMPUSOFT,COMPUCOM SOFTWARE LTD.,532339,T ,2,INE453B01029,IT Training Services,65.9,Small Cap
JETKINGQ,JETKING INFOTRAIN LTD.,517063,X ,10,INE919C01019,IT Training Services,18.48,Small Cap
NIITLTD,NIIT LTD.,500304,B ,2,INE161A01038,IT Training Services,"1,613.21",Small Cap
APTECHT,APTECH LTD.,532475,B ,10,INE266F01018,IT Training Services,588.21,Small Cap
NOL,NATIONAL OXYGEN LTD.,507813,XT,10,INE296D01010,Industrial Gases,19.8,Small Cap
REFEX,REFEX INDUSTRIES LTD.,532884,B ,10,INE056I01017,Industrial Gases,108.19,Small Cap
LINDEINDIA,LINDE INDIA LIMITED,523457,A ,10,INE473A01011,Industrial Gases,"4,649.33",Small Cap
BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMI,509470,X ,100,INE01TL01014,Industrial Gases,209.36,Small Cap
GFLLIMITED,GFL LIMITED,500173,B ,1,INE538A01037,Industrial Gases,986.62,Small Cap
CMIFPE,CMI FPE LTD.,500147,X ,10,INE515A01019,Industrial Machinery,425.29,Small Cap
MASL,MAX ALERT SYSTEMS LTD.,534563,M ,10,INE253N01010,Industrial Machinery,3.81,Small Cap
GMM,GMM PFAUDLER LTD.,505255,B ,2,INE541A01023,Industrial Machinery,"2,153.75",Small Cap
HLEGLAS,HLE GLASCOAT LIMITED,522215,X ,10,INE461D01010,Industrial Machinery,156.87,Small Cap
SHANTAI,SHANTAI INDUSTRIES LIMITED,512297,X ,10,INE408F01016,Industrial Machinery,7.07,Small Cap
AAIL,AKAR AUTO INDUSTRIES LIMITED,530621,X ,5,INE864E01021,Industrial Machinery,22.93,Small Cap
NITINFIRE,NITIN FIRE PROTECTION INDUSTRI,532854,Z ,2,INE489H01020,Industrial Machinery,13.2,Small Cap
HITTCO,HITTCO TOOLS LTD.,531661,X ,10,INE863C01019,Industrial Machinery,3.07,Small Cap
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,505358,X ,1,INE984B01023,Industrial Machinery,138,Small Cap
ROTO,ROTO PUMPS LTD.,517500,X ,2,INE535D01029,Industrial Machinery,199.45,Small Cap
REMIPRO,REMI PROCESS PLANT & MACHINERY,505658,XT,10,INE513H01019,Industrial Machinery,0.53,Small Cap
INGERRAND,INGERSOLL-RAND (INDIA) LTD.,500210,B ,10,INE177A01018,Industrial Machinery,"1,954.50",Small Cap
STOVACQ,STOVEC INDUSTRIES LTD.,504959,X ,10,INE755D01015,Industrial Machinery,398.5,Small Cap
MANUGRAPH,MANUGRAPH INDIA LTD.,505324,T ,2,INE867A01022,Industrial Machinery,46.11,Small Cap
AMFL,A & M FEBCON LIMITED,540697,B ,10,INE319X01018,Industrial Machinery,14.72,Small Cap
AXTEL,AXTEL INDUSTRIES LTD.,523850,X ,10,INE767C01012,Industrial Machinery,168.7,Small Cap
SHILGRAVQ,SHILP GRAVURES LTD.,513709,X ,10,INE960A01017,Industrial Machinery,41.62,Small Cap
SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,522237,XT,10,INE092H01014,Industrial Machinery,2.64,Small Cap
HARISH,HARISH TEXTILE ENGINEERS LIMIT,542682,X ,10,INE01K301012,Industrial Machinery,12.17,Small Cap
WENDT,WENDT (INDIA) LTD.,505412,B ,10,INE274C01019,Industrial Machinery,520.4,Small Cap
IOSYSTEM,IO SYSTEM LTD.,523752,X ,10,INE502D01011,Industrial Machinery,2.77,Small Cap
IONEXCHANG,ION EXCHANGE (INDIA) LTD.,500214,B ,10,INE570A01014,Industrial Machinery,"1,041.42",Small Cap
DHPIND,DHP INDIA LTD.,531306,X ,10,INE590D01016,Industrial Machinery,148.84,Small Cap
KENNAMET,KENNAMETAL INDIA LTD.,505890,B ,10,INE717A01029,Industrial Machinery,"2,278.45",Small Cap
AUSTENG,AUSTIN ENGINEERING CO.LTD.,522005,X ,10,INE759F01012,Industrial Machinery,14.9,Small Cap
CUMMINSIND,CUMMINS INDIA LTD.,500480,A ,2,INE298A01020,Industrial Machinery,"16,678.61",Mid Cap
HONDAPOWER,HONDA SIEL POWER PRODUCTS LTD.,522064,B ,10,INE634A01018,Industrial Machinery,"1,085.20",Small Cap
SABOOBR,SABOO BROTHERS LTD.,530267,XT,10,INE021N01011,Industrial Machinery,9.44,Small Cap
VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WOR,522267,XT,10,INE466D01019,Industrial Machinery,12.55,Small Cap
HERCULES,HERCULES HOISTS LTD.,505720,B ,1,INE688E01024,Industrial Machinery,282.77,Small Cap
MISQUITA,MISQUITA ENGINEERING LIMITED,542801,M ,10,INE957W01025,Industrial Machinery,10.68,Small Cap
SCHAEFFLER,SCHAEFFLER INDIA LIMITED,505790,A ,10,INE513A01014,Industrial Machinery,"11,291.22",Mid Cap
MIRCH,MIRCH TECHNOLOGIES (INDIA) LTD,505336,XT,10,INE098E01018,Industrial Machinery,0.04,Small Cap
NRBBEARING,NRB BEARINGS LTD.,530367,B ,2,INE349A01021,Industrial Machinery,"1,011.81",Small Cap
WPIL,WPIL LTD.,505872,X ,10,INE765D01014,Industrial Machinery,663.67,Small Cap
GREAVESCOT,GREAVES COTTON LTD.,501455,A ,2,INE224A01026,Industrial Machinery,"3,209.23",Small Cap
WINDMACHIN,WINDSOR MACHINES LTD.,522029,B ,2,INE052A01021,Industrial Machinery,134.04,Small Cap
SERVOTEACH,SERVOTEACH INDUSTRIES LTD,531944,XT,10,INE185D01015,Industrial Machinery,1.54,Small Cap
RISHILASE,RISHI LASER LTD.,526861,X ,10,INE988D01012,Industrial Machinery,14.47,Small Cap
AMAZEENT,AMAZE ENTERTECH LIMITED,531112,XT,10,INE011E01029,Industrial Machinery,1.33,Small Cap
OLECTRA,OLECTRA GREENTECH LIMITED,532439,B ,4,INE260D01016,Industrial Machinery,"1,465.74",Small Cap
KIRLOSBROS,KIRLOSKAR BROTHERS LTD.,500241,B ,2,INE732A01036,Industrial Machinery,"1,216.75",Small Cap
ARTSONEN,ARTSON ENGINEERING LTD.,522134,X ,1,INE133D01023,Industrial Machinery,126.23,Small Cap
VISHALBL,VISHAL BEARINGS LIMITED,539398,M ,10,INE060T01024,Industrial Machinery,30.92,Small Cap
HAWAENG,HAWA ENGINEERS LTD.,539176,XT,10,INE230I01018,Industrial Machinery,9.19,Small Cap
DECANBRG,DECCAN BEARINGS LTD.,505703,XT,10,INE498D01012,Industrial Machinery,1.2,Small Cap
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,500243,B ,10,INE250A01039,Industrial Machinery,663.56,Small Cap
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.,531431,T ,10,INE908D01010,Industrial Machinery,502.34,Small Cap
INCON,INCON ENGINEERS LTD.,531594,XT,10,INE507D01010,Industrial Machinery,2.51,Small Cap
KLBRENG-B,KILBURN ENGINEERING LTD.,522101,X ,10,INE338F01015,Industrial Machinery,28.71,Small Cap
WSIND,W.S.INDUSTRIES (INDIA) LTD.,504220,T ,10,INE100D01014,Industrial Machinery,1.94,Small Cap
REXNORD,REXNORD ELECTRONICS & CONTROLS,531888,X ,10,INE687C01012,Industrial Machinery,27.84,Small Cap
REVATHI,REVATHI EQUIPMENT LTD.,505368,B ,10,INE617A01013,Industrial Machinery,112.3,Small Cap
MEERA,MEERA INDUSTRIES LIMITED,540519,M ,10,INE343X01018,Industrial Machinery,77.56,Small Cap
GTV,GTV ENGINEERING LIMITED,539479,X ,10,INE910R01016,Industrial Machinery,4.41,Small Cap
KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,505283,X ,2,INE811A01020,Industrial Machinery,975.27,Small Cap
KSB,KSB LIMITED,500249,B ,10,INE999A01015,Industrial Machinery,"2,271.19",Small Cap
AFFORDABLE,AFFORDABLE ROBOTIC & AUTOMATIO,541402,M ,10,INE692Z01013,Industrial Machinery,74.44,Small Cap
MAZDALTD,MAZDA LTD.,523792,B ,10,INE885E01034,Industrial Machinery,158.3,Small Cap
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,505737,X ,10,INE403C01014,Industrial Machinery,41.8,Small Cap
GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD,505250,X ,1,INE631D01026,Industrial Machinery,22,Small Cap
TRL,TAYLORMADE RENEWABLES LIMITED,541228,M ,10,INE459Z01017,Industrial Machinery,5.57,Small Cap
REDEXPR,REDEX PROTECH LTD.,523650,XT,10,INE823D01011,Industrial Machinery,6.07,Small Cap
RAJOOENG,RAJOO ENGINEERS LTD.,522257,X ,1,INE535F01024,Industrial Machinery,84.16,Small Cap
LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS L,505302,X ,10,INE718M01014,Industrial Machinery,19.47,Small Cap
LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,500252,A ,10,INE269B01029,Industrial Machinery,"4,117.28",Small Cap
TRF,TRF LTD.,505854,B ,10,INE391D01019,Industrial Machinery,111.8,Small Cap
FORBESCO,FORBES & COMPANY LTD.,502865,B ,10,INE518A01013,Industrial Machinery,"2,221.64",Small Cap
JOSTS,JOSTS ENGINEERING CO.LTD.,505750,X ,10,INE636D01017,Industrial Machinery,47.26,Small Cap
EIMCOELECO,EIMCO ELECON (INDIA) LTD.,523708,B ,10,INE158B01016,Industrial Machinery,176.84,Small Cap
PATELSAI,PATELS AIRTEMP (INDIA) LTD.,517417,X ,10,INE082C01024,Industrial Machinery,50.04,Small Cap
TMTIND-B1,TMT (INDIA) LTD.,522171,XT,10,INE182E01010,Industrial Machinery,0.99,Small Cap
LYNMC,LYNX MACHINERY & COMMERCIALS L,505320,X ,10,INE732D01014,Industrial Machinery,1.65,Small Cap
TIMKEN,TIMKEN INDIA LTD.,522113,A ,10,INE325A01013,Industrial Machinery,"5,826.27",Small Cap
GALAGEX,GALAXY AGRICO EXPORTS LTD.,531911,XT,10,INE803L01016,Industrial Machinery,2.61,Small Cap
KPT,KPT INDUSTRIES LIMITED,505299,X ,5,INE731D01024,Industrial Machinery,20.19,Small Cap
BIRLAPREC,BIRLA PRECISION TECHNOLOGIES L,522105,XT,2,INE372E01025,Industrial Machinery,37.88,Small Cap
DISAQ,DISA INDIA LTD.,500068,X ,10,INE131C01011,Industrial Machinery,737.6,Small Cap
RAPICUT,RAPICUT CARBIDES LTD.,500360,X ,10,INE350D01015,Industrial Machinery,21.4,Small Cap
BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,507944,X ,5,INE704G01024,Industrial Machinery,51.58,Small Cap
KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,524109,B ,5,INE900B01029,Industrial Machinery,212.09,Small Cap
LOYAL,LOYAL EQUIPMENTS LIMITED,539227,T ,10,INE876S01017,Industrial Machinery,33.21,Small Cap
SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,522152,X ,10,INE410A01013,Industrial Machinery,12.27,Small Cap
ENVAIREL,ENVAIR ELECTRODYNE LTD.,500246,XT,10,INE601C01013,Industrial Machinery,7.59,Small Cap
ELGIEQUIP,ELGI EQUIPMENTS LTD.,522074,B ,1,INE285A01027,Industrial Machinery,"4,111.02",Small Cap
ANUP,THE ANUP ENGINEERING LTD,542460,B ,10,INE294Z01018,Industrial Machinery,459.65,Small Cap
EMAINDIA,EMA INDIA LTD.,522027,X ,10,INE279D01016,Industrial Machinery,0.73,Small Cap
SOMICONV,SOMI CONVEYOR BELTINGS LTD.,533001,B ,10,INE323J01019,Industrial Machinery,15.72,Small Cap
LOKESHMACH,LOKESH MACHINES LTD.,532740,B ,10,INE397H01017,Industrial Machinery,65.79,Small Cap
LLOYDSTEEL,LLOYDS STEELS INDUSTRIES LIMIT,539992,B ,1,INE093R01011,Industrial Machinery,45.28,Small Cap
ELECON,ELECON ENGINEERING CO.LTD.,505700,B ,2,INE205B01023,Industrial Machinery,380.73,Small Cap
TIGLOB,T & I GLOBAL LTD.,522294,X ,10,INE811B01010,Industrial Machinery,36.52,Small Cap
LIPPISYS,LIPPI SYSTEMS LTD.,526604,XT,10,INE845B01018,Industrial Machinery,5.97,Small Cap
CENLUB,CENLUB INDUSTRIES LTD.,522251,X ,10,INE627F01011,Industrial Machinery,29.82,Small Cap
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LTD,537326,T ,10,INE212P01011,Industrial Machinery,5.9,Small Cap
ITL,ITL INDUSTRIES LTD.,522183,X ,10,INE478D01014,Industrial Machinery,31.24,Small Cap
POLYCHMP,POLYMECHPLAST MACHINES LTD.,526043,X ,10,INE809B01014,Industrial Machinery,9.59,Small Cap
BATLIBOI,BATLIBOI LTD.,522004,XT,5,INE177C01022,Industrial Machinery,31.03,Small Cap
ISGEC,ISGEC HEAVY ENGINEERING LTD.,533033,B ,1,INE858B01029,Industrial Machinery,"2,804.99",Small Cap
PREMIER,PREMIER LTD.,500540,T ,10,INE342A01018,Industrial Machinery,8.29,Small Cap
DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.,505242,B ,10,INE221B01012,Industrial Machinery,743.11,Small Cap
GUJGAS,GUJARAT GAS LIMITED,539336,A ,2,INE844O01030,Integrated Oil & Gas,"12,862.04",Mid Cap
ADANIGAS,ADANI GAS LIMITED,542066,A ,1,INE399L01023,Integrated Oil & Gas,"16,504.08",Mid Cap
RELIANCE,RELIANCE INDUSTRIES LTD.,500325,A ,10,INE002A01018,Integrated Oil & Gas,"8,62,948.40",Large Cap
DEEPIND,DEEP INDUSTRIES LTD.,532760,B ,10,INE677H01012,Integrated Oil & Gas,345.64,Small Cap
GAGAN,GAGAN GASES LTD.,524624,X ,10,INE076D01016,Integrated Oil & Gas,4.11,Small Cap
OLYMPTX,OLYMPIA INDUSTRIES LTD.,521105,X ,10,INE482O01021,Internet & Catalogue Retail,6.66,Small Cap
JSHL,JLA INFRAVILLE SHOPPERS LIMITE,538765,M ,10,INE401Q01018,Internet & Catalogue Retail,6.2,Small Cap
ISFT,INTRASOFT TECHNOLOGIES LTD.,533181,T ,10,INE566K01011,Internet & Catalogue Retail,123.73,Small Cap
JUPITERIN,JUPITER INFOMEDIA LTD.,534623,B ,10,INE524N01014,Internet & Catalogue Retail,55.82,Small Cap
NAUKRI,INFO EDGE (INDIA) LTD.,532777,A ,10,INE663F01024,Internet & Catalogue Retail,"28,167.16",Large Cap
JSTL,JEEVAN SCIENTIFIC TECHNOLOGY L,538837,X ,10,INE237B01018,Internet Software & Services,30.41,Small Cap
JATALIA,JATALIA GLOBAL VENTURES LIMITE,519319,XT,10,INE847M01011,Internet Software & Services,1.26,Small Cap
MEGRISOFT,MEGRI SOFT LIMITED,539012,XT,10,INE756R01013,Internet Software & Services,4.64,Small Cap
LTTS,L&T TECHNOLOGY SERVICES LIMITE,540115,A ,2,INE010V01017,Internet Software & Services,"16,049.98",Mid Cap
SYLPH,SYLPH TECHNOLOGIES LTD.,511447,X ,10,INE706F01013,Internet Software & Services,12.97,Small Cap
OCTAWARE,OCTAWARE TECHNOLOGIES LIMITED,540416,M ,10,INE208U01019,Internet Software & Services,32.54,Small Cap
INFIBEAM,INFIBEAM AVENUES LIMITED,539807,A ,1,INE483S01020,Internet Software & Services,"2,896.07",Small Cap
XELPMOC,XELPMOC DESIGN AND TECH LIMITE,542367,T ,10,INE01P501012,Internet Software & Services,89.62,Small Cap
ROLTA,ROLTA INDIA LTD.,500366,B ,10,INE293A01013,Internet Software & Services,86.42,Small Cap
CENTERAC,CENTERAC TECHNOLOGIES LTD.,531621,X ,1,INE157B01026,Internet Software & Services,2.11,Small Cap
SCANPGEOM,SCANPOINT GEOMATICS LTD.,526544,X ,2,INE967B01028,Internet Software & Services,114.64,Small Cap
UNITEDINT,UNITED INTERACTIVE LTD.,502893,X ,10,INE706D01018,Internet Software & Services,2.14,Small Cap
CNIRESLTD,CNI RESEARCH LTD.,512018,X ,1,INE135H01029,Internet Software & Services,24.45,Small Cap
MATRIMONY,MATRIMONY.COM LIMITED,540704,B ,5,INE866R01028,Internet Software & Services,"1,212.89",Small Cap
VEDAVAAG,VEDAVAAG SYSTEMS LTD.,533056,X ,10,INE359B01010,Internet Software & Services,41.36,Small Cap
VALLEY,VALLEY MAGNESITE COMPANY LIMIT,539543,X ,10,INE834E01016,Investment Companies,1.38,Small Cap
RSDFIN,RSD FINANCE LIMITED,539875,X ,5,INE616F01022,Investment Companies,23.41,Small Cap
ARMAN,ARMAN HOLDINGS LTD,538556,X ,10,INE510P01018,Investment Companies,30.88,Small Cap
TAMBOLI,TAMBOLI CAPITAL LTD.,533170,X ,10,INE864J01012,Investment Companies,46.17,Small Cap
DOLAT,DOLAT INVESTMENTS LTD.,505526,B ,1,INE966A01022,Investment Companies,957.2,Small Cap
CITL,CONSECUTIVE INVESTMENTS & TRAD,539091,X ,10,INE187R01011,Investment Companies,15.34,Small Cap
GANGESSEC,GANGES SECURITIES LTD.,540647,B ,10,INE335W01016,Investment Companies,38.67,Small Cap
KICL,KALYANI INVESTMENT COMPANY LTD,533302,B ,10,INE029L01018,Investment Companies,731.6,Small Cap
KIRANVYPAR,KIRAN VYAPAR LTD,537750,X ,10,INE555P01013,Investment Companies,260.05,Small Cap
JLL,JINDAL LEASEFIN LIMITED,539947,XT,10,INE919T01013,Investment Companies,3.89,Small Cap
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCT,532895,B ,5,INE245I01016,Investment Companies,9.6,Small Cap
APOORVA,APOORVA LEASING FINANCE & INVE,539545,X ,10,INE217S01014,Investment Companies,34.38,Small Cap
MCX,MULTI COMMODITY EXCHANGE OF IN,534091,A ,10,INE745G01035,Investment Companies,"5,076.05",Small Cap
HARYNACAP,HARYANA CAPFIN LTD.,532855,X ,10,INE928H01019,Investment Companies,17.58,Small Cap
STANROS,STANROSE MAFATLAL INVESTMENTS,506105,X ,10,INE441L01015,Investment Companies,33.29,Small Cap
LESHAIND,LESHA INDUSTRIES LTD.,533602,X ,1,INE050L01048,Investment Companies,1.3,Small Cap
ADIEXRE,ADINATH EXIM RESOURCES LTD.,532056,XT,10,INE398H01015,Investment Companies,4.38,Small Cap
PALASHSEC,PALASH SECURITIES LIMITED,540648,T ,10,INE471W01019,Investment Companies,35.37,Small Cap
BINDALAGRO,OSWAL GREENTECH LIMITED,539290,B ,10,INE143A01010,Investment Companies,263.53,Small Cap
WORTH,WORTH INVESTMENT & TRADING CO,538451,X ,10,INE114O01012,Investment Companies,6.6,Small Cap
OSWALAGRO,OSWAL AGRO MILLS LTD.,500317,B ,10,INE142A01012,Investment Companies,82.06,Small Cap
NAHARCAP,NAHAR CAPITAL & FINANCIAL SERV,532952,B ,5,INE049I01012,Investment Companies,119.19,Small Cap
MCDHOLDING,MCDOWELL HOLDINGS LTD.,532852,B ,10,INE836H01014,Investment Companies,24.83,Small Cap
SUMMITSEC,SUMMIT SECURITIES LTD.,533306,B ,10,INE519C01017,Investment Companies,488.86,Small Cap
GOLDLINE,GOLD LINE INTERNATIONAL FINVES,538180,X ,1,INE204P01026,Investment Companies,84.19,Small Cap
DSINVEST,DALAL STREET INVESTMENTS LTD.,501148,XT,10,INE422D01012,Investment Companies,5.59,Small Cap
INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST,501298,X ,10,INE620D01011,Investment Companies,161.59,Small Cap
DHUNINV,DHUNSERI INVESTMENTS LTD.,533336,B ,10,INE320L01011,Investment Companies,131.05,Small Cap
ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,533632,B ,10,INE912L01015,Investment Companies,8.31,Small Cap
YAMNINV,YAMINI INVESTMENTS COMPANY LTD,511012,XT,1,INE457N01025,Investment Companies,10.25,Small Cap
JTAPARIA,J. TAPARIA PROJECTS LTD,538539,X ,10,INE075K01013,Investment Companies,0.33,Small Cap
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,500266,A ,10,INE288A01013,Investment Companies,"4,950.30",Small Cap
SRESTHA,SRESTHA FINVEST LIMITED,539217,X ,2,INE606K01023,Investment Companies,16.24,Small Cap
PREMPIPES,PREMIER PIPES LTD.,513291,XT,5,INE448N01024,Iron & Steel Products,5.71,Small Cap
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,513554,B ,10,INE451L01014,Iron & Steel Products,180.58,Small Cap
MAHALXSE,MAHALAXMI SEAMLESS LTD.,513460,Z ,10,INE257F01017,Iron & Steel Products,4.07,Small Cap
ANUPMAL,ANUP MALLEABLE LTD.,506087,P ,10,INE188O01016,Iron & Steel Products,11.89,Small Cap
ACROW,ACROW INDIA LTD.,513149,X ,10,INE950D01012,Iron & Steel Products,6.97,Small Cap
BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,533270,B ,10,INE844K01012,Iron & Steel Products,33.59,Small Cap
SHANKARA,SHANKARA BUILDING PRODUCTS LIM,540425,A ,10,INE274V01019,Iron & Steel Products,740.1,Small Cap
REMIEDEL,REMI EDELSTAHL TUBULARS LIMITE,513043,X ,10,INE158G01015,Iron & Steel Products,29.04,Small Cap
ELECTHERM,ELECTROTHERM (INDIA) LTD.,526608,B ,10,INE822G01016,Iron & Steel Products,192.95,Small Cap
UNISON,UNISON METALS LTD,538610,XT,10,INE099D01018,Iron & Steel Products,16.6,Small Cap
JTLINFRA,JTL INFRA LTD.,534600,X ,10,INE391J01016,Iron & Steel Products,96.35,Small Cap
KANSHST,KANISHK STEEL INDUSTRIES LTD.,513456,XT,10,INE791E01018,Iron & Steel Products,25.67,Small Cap
APLAPOLLO,APL APOLLO TUBES LTD.,533758,A ,10,INE702C01019,Iron & Steel Products,"3,543.66",Small Cap
GUJCONT,GUJARAT CONTAINERS LTD.,513507,P ,10,INE276I01011,Iron & Steel Products,5.77,Small Cap
SURAJLTD,SURAJ LTD.,531638,X ,10,INE713C01016,Iron & Steel Products,73.92,Small Cap
MUKATPIP,MUKAT PIPES LTD.,523832,X ,5,INE862C01029,Iron & Steel Products,4.77,Small Cap
SSWRL,SHREE STEEL WIRE ROPES LTD.,513488,X ,10,INE387D01025,Iron & Steel Products,4.04,Small Cap
BMW,BMW INDUSTRIES LIMITED,542669,X ,1,INE374E01021,Iron & Steel Products,435.81,Small Cap
RAJTUBE,RAJASTHAN TUBE MANUFACTURING C,530253,X ,10,INE497E01012,Iron & Steel Products,8.27,Small Cap
AIML,ALLIANCE INTEGRATED METALIKS L,534064,XT,10,INE123D01016,Iron & Steel Products,49.6,Small Cap
SRIPIPES,SRIKALAHASTHI PIPES LIMITED,513605,B ,10,INE943C01027,Iron & Steel Products,802.7,Small Cap
MSPL,MSP STEEL & POWER LTD.,532650,T ,10,INE752G01015,Iron & Steel Products,221.19,Small Cap
SMLT,SARTHAK METALS LIMITED,540393,M ,10,INE017W01010,Iron & Steel Products,23.72,Small Cap
BOMBWIR,BOMBAY WIRE ROPES LTD.,504648,XT,1,INE089T01023,Iron & Steel Products,6.48,Small Cap
JSLHISAR,JINDAL STAINLESS (HISAR) LIMIT,539597,A ,2,INE455T01018,Iron & Steel Products,"1,612.78",Small Cap
CRIMSON,CRIMSON METAL ENGINEERING COMP,526977,P ,10,INE318P01016,Iron & Steel Products,3.77,Small Cap
MIDHANI,MISHRA DHATU NIGAM LIMITED,541195,A ,10,INE099Z01011,Iron & Steel Products,"2,541.31",Small Cap
TNSTLTU,TAMILNADU STEEL TUBES LTD.,513540,P ,10,INE176E01012,Iron & Steel Products,13.59,Small Cap
NILE,NILE LTD.,530129,X ,10,INE445D01013,Iron & Steel Products,65.14,Small Cap
LAKPRE,LAKSHMI PRECISION SCREWS LTD.,506079,Z ,10,INE651C01018,Iron & Steel Products,7.92,Small Cap
SPSL,SHREE PRECOATED STEELS LTD.,533110,XT,10,INE318K01025,Iron & Steel Products,4.28,Small Cap
RSTL,RIDDHI STEEL AND TUBE LIMITED,540082,M ,10,INE367U01013,Iron & Steel Products,13.12,Small Cap
TIIL,TECHNOCRAFT INDUSTRIES (INDIA),532804,B ,10,INE545H01011,Iron & Steel Products,838.69,Small Cap
UMIYA,UMIYA TUBES LIMITED,539798,B ,10,INE173U01015,Iron & Steel Products,9.18,Small Cap
TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,513063,XT,10,INE360D01014,Iron & Steel Products,4.12,Small Cap
GRANDFONRY,GRAND FOUNDRY LTD.,513343,T ,4,INE534A01028,Iron & Steel Products,4.34,Small Cap
RAMASTEEL,RAMA STEEL TUBES LIMITED,539309,B ,5,INE230R01027,Iron & Steel Products,92.34,Small Cap
GOPAIST,GOPAL IRON & STEELS CO.(GUJARA,531913,XT,10,INE641H01018,Iron & Steel Products,2.81,Small Cap
BHARATWIRE,BHARAT WIRE ROPES LIMITED,539799,B ,10,INE316L01019,Iron & Steel Products,135.49,Small Cap
METALCO,METAL COATINGS (INDIA) LTD.,531810,X ,10,INE161E01014,Iron & Steel Products,22.56,Small Cap
GOODLUCK,GOODLUCK INDIA LIMITED,530655,B ,2,INE127I01024,Iron & Steel Products,122.54,Small Cap
UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD.,504605,X ,10,INE361D01012,Iron & Steel Products,96.49,Small Cap
VALLABHSQ,VALLABH STEELS LTD.,513397,X ,10,INE457E01016,Iron & Steel Products,14.71,Small Cap
GANDHITUBE,GANDHI SPECIAL TUBES LTD.,513108,B ,5,INE524B01027,Iron & Steel Products,425.35,Small Cap
RATHIBAR,RATHI BARS LTD.,532918,X ,10,INE575I01016,Iron & Steel Products,15.27,Small Cap
SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,526981,X ,10,INE402H01015,Iron & Steel Products,17.59,Small Cap
USHAMART,USHA MARTIN LTD.,517146,B ,1,INE228A01035,Iron & Steel Products,849.29,Small Cap
NATFIT,NATIONAL FITTINGS LIMITED,531289,X ,10,INE643C01015,Iron & Steel Products,40.53,Small Cap
VSSL,VARDHMAN SPECIAL STEELS LTD.,534392,T ,10,INE050M01012,Iron & Steel Products,262.76,Small Cap
BRPL,BANSAL ROOFING PRODUCTS LTD,538546,M ,10,INE319Q01012,Iron & Steel Products,11.46,Small Cap
SUPERSHAKT,SUPERSHAKTI METALIKS LIMITED,541701,M ,10,INE00SY01011,Iron & Steel Products,352.21,Small Cap
TAPARIA,TAPARIA TOOLS LTD.,505685,XT,10,INE614R01014,Iron & Steel Products,19.85,Small Cap
WMINIMT,WESTERN MINISTIL LTD.,504998,P ,10,INE187U01015,Iron & Steel/Interm.Products,0.28,Small Cap
AHMDSTE,AHMEDABAD STEELCRAFT LTD.,522273,X ,10,INE868C01018,Iron & Steel/Interm.Products,4.81,Small Cap
